480, 1440, 960, 77
480, 1440, 960, 80
1440, 2400, 960, 73
1440, 2400, 960, 77
2400, 2640, 240, 75
2400, 2640, 240, 72
2640, 2880, 240, 77
2640, 2880, 240, 73
2880, 4560, 1680, 72
2880, 4560, 1680, 75
4560, 4800, 240, 70
4560, 4800, 240, 73
4800, 5040, 240, 72
4800, 5040, 240, 75
5040, 5400, 360, 73
5040, 6120, 1080, 77
5400, 6720, 1320, 73
6120, 6720, 600, 70
6720, 6960, 240, 68
6720, 6960, 240, 72
6960, 7200, 240, 73
6960, 7200, 240, 70
7200, 8880, 1680, 68
7200, 8880, 1680, 72
8640, 9120, 480, 70
8880, 9360, 480, 72
9120, 9600, 480, 70
9360, 9840, 480, 75
9600, 10080, 480, 70
9840, 10080, 240, 66
10080, 10320, 240, 68
10080, 10560, 480, 70
10320, 10800, 480, 66
10560, 11040, 480, 68
10800, 11280, 480, 66
11040, 11520, 480, 68
11280, 12240, 960, 66
11520, 12240, 720, 63
12240, 12960, 720, 63
12240, 13200, 960, 65
12960, 13440, 480, 65
13200, 13680, 480, 66
13440, 13920, 480, 65
13680, 14160, 480, 70
13920, 14400, 480, 65
14160, 14400, 240, 61
14400, 14640, 240, 63
14640, 14880, 240, 65
14880, 15360, 480, 63
15120, 15600, 480, 61
15360, 15840, 480, 63
15600, 16560, 960, 61
15840, 16560, 720, 58
16560, 17280, 720, 60
16560, 17280, 720, 56
17520, 17760, 240, 53
17520, 17760, 240, 56
18000, 18720, 720, 77
18000, 18720, 720, 80
18720, 19680, 960, 77
18720, 19680, 960, 73
19680, 19920, 240, 75
19680, 20160, 480, 77
19680, 21600, 1920, 70
19920, 21600, 1680, 66
20160, 21840, 1680, 75
21840, 22080, 240, 61
21840, 22080, 240, 73
21840, 22320, 480, 63
22080, 22320, 240, 75
22080, 22320, 240, 68
22320, 23040, 720, 80
22320, 23040, 720, 73
22320, 23040, 720, 68
23040, 23760, 720, 65
23040, 23760, 720, 73
23040, 24000, 960, 77
24000, 24240, 240, 75
24000, 24480, 480, 77
24000, 25200, 1200, 75
24240, 25920, 1680, 70
24480, 25920, 1440, 66
25200, 26160, 960, 73
26160, 26400, 240, 61
26160, 26400, 240, 73
26160, 26640, 480, 75
26400, 26640, 240, 63
26400, 26640, 240, 68
26640, 27000, 360, 82
26640, 27000, 360, 70
26640, 27720, 1080, 68
27000, 27720, 720, 80
27000, 28080, 1080, 77
27720, 28320, 600, 77
27720, 28320, 600, 65
28320, 28560, 240, 75
28320, 28800, 480, 77
28320, 29160, 840, 75
28560, 29880, 1320, 73
28800, 30240, 1440, 70
29160, 30240, 1080, 70
29880, 30240, 360, 65
30600, 31440, 840, 75
30600, 31440, 840, 87
30600, 31440, 840, 82
31200, 31660, 460, 75
31200, 31660, 460, 82
31200, 31660, 460, 87
31440, 31680, 240, 77
31440, 31680, 240, 82
31440, 31680, 240, 89
31680, 31920, 240, 82
31680, 31920, 240, 87
31680, 31920, 240, 75
31920, 32160, 240, 85
31920, 32160, 240, 73
31920, 32160, 240, 82
32160, 32380, 220, 82
32160, 32380, 220, 85
32160, 32380, 220, 73
32400, 32640, 240, 82
32400, 32640, 240, 73
32400, 32640, 240, 85
32640, 32880, 240, 84
32640, 32880, 240, 82
32640, 32880, 240, 78
32640, 32880, 240, 72
32880, 33100, 220, 78
32880, 33100, 220, 72
32880, 33100, 220, 82
32880, 33100, 220, 84
33120, 33480, 360, 78
33120, 33480, 360, 84
33120, 33480, 360, 72
33120, 33480, 360, 82
33480, 33840, 360, 85
33480, 33840, 360, 73
33480, 33840, 360, 82
33840, 34560, 720, 78
33840, 34560, 720, 82
33840, 34560, 720, 70
34920, 35760, 840, 82
34920, 35760, 840, 78
34920, 35760, 840, 90
35520, 35980, 460, 82
35520, 35980, 460, 89
35520, 35980, 460, 77
35760, 36000, 240, 82
35760, 36000, 240, 89
35760, 36000, 240, 77
36000, 36220, 220, 82
36000, 36220, 220, 75
36000, 36220, 220, 87
36240, 36480, 240, 82
36240, 36480, 240, 89
36240, 36480, 240, 77
36480, 36720, 240, 75
36480, 36720, 240, 87
36480, 36720, 240, 82
36720, 36940, 220, 73
36720, 36940, 220, 82
36720, 36940, 220, 85
36960, 37200, 240, 87
36960, 37200, 240, 75
36960, 37200, 240, 82
37200, 37420, 220, 85
37200, 37420, 220, 82
37200, 37420, 220, 73
37440, 37770, 330, 84
37440, 37770, 330, 72
37440, 37770, 330, 82
37770, 37800, 30, 87
37800, 38160, 360, 82
37800, 38160, 360, 73
37800, 38160, 360, 85
38160, 39240, 1080, 82
38160, 39240, 1080, 78
38160, 39240, 1080, 70
39240, 39600, 360, 66
39240, 39600, 360, 78
39600, 39960, 360, 68
39600, 39960, 360, 80
39600, 39960, 360, 75
39960, 40320, 360, 84
39960, 40320, 360, 72
40320, 40680, 360, 78
40320, 40680, 360, 82
40320, 40680, 360, 70
40680, 41040, 360, 78
40680, 41040, 360, 66
41280, 41520, 240, 72
41280, 41520, 240, 75
41280, 41520, 240, 66
41280, 41520, 240, 78
41520, 41750, 230, 78
41520, 41750, 230, 75
41520, 41750, 230, 66
41520, 41760, 240, 72
41760, 42000, 240, 72
41760, 42000, 240, 75
41760, 42000, 240, 78
41760, 42000, 240, 66
42000, 42220, 220, 66
42000, 42220, 220, 72
42000, 42220, 220, 75
42000, 42220, 220, 78
42240, 42480, 240, 75
42240, 42480, 240, 80
42240, 42480, 240, 72
42240, 42480, 240, 68
42480, 43200, 720, 75
42480, 43200, 720, 66
42480, 43200, 720, 78
42480, 43200, 720, 72
43560, 43920, 360, 78
43560, 43920, 360, 66
43560, 44280, 720, 80
43920, 44280, 360, 68
43920, 44280, 360, 73
44280, 44640, 360, 73
44280, 44640, 360, 85
44640, 45000, 360, 82
44640, 45000, 360, 70
44640, 45360, 720, 66
45000, 45360, 360, 78
45000, 45360, 360, 78
45600, 45840, 240, 78
45600, 45840, 240, 70
45600, 45840, 240, 66
45600, 45840, 240, 75
45840, 46070, 230, 78
45840, 46070, 230, 66
45840, 46070, 230, 75
45840, 46080, 240, 70
46080, 46320, 240, 75
46080, 46320, 240, 70
46080, 46320, 240, 78
46080, 46320, 240, 66
46320, 46540, 220, 78
46320, 46540, 220, 66
46320, 46540, 220, 70
46320, 46540, 220, 75
46560, 46800, 240, 77
46560, 46800, 240, 72
46560, 46800, 240, 68
46560, 46800, 240, 80
46800, 47520, 720, 66
46800, 47520, 720, 70
46800, 47520, 720, 75
46800, 47520, 720, 78
47880, 48240, 360, 66
47880, 48240, 360, 78
47880, 48600, 720, 80
47880, 48600, 720, 73
48240, 48600, 360, 70
48240, 48600, 360, 68
48600, 48960, 360, 75
48600, 48960, 360, 87
48960, 49320, 360, 85
48960, 49320, 360, 73
48960, 49680, 720, 82
48960, 49680, 720, 78
49320, 49680, 360, 82
49320, 49680, 360, 70
49920, 50160, 240, 78
49920, 50160, 240, 70
49920, 50160, 240, 82
50160, 50390, 230, 78
50160, 50390, 230, 82
50160, 50400, 240, 70
50400, 50640, 240, 78
50400, 50640, 240, 70
50400, 50640, 240, 82
50640, 50860, 220, 78
50640, 50860, 220, 82
50640, 50860, 220, 70
50880, 51120, 240, 84
50880, 51120, 240, 72
50880, 51120, 240, 80
51120, 51340, 220, 82
51120, 51340, 220, 70
51120, 51340, 220, 78
51360, 51600, 240, 85
51360, 51600, 240, 73
51360, 51600, 240, 82
51600, 51720, 120, 82
51600, 51720, 120, 75
51600, 51720, 120, 87
