1915, 5685, 3770, 62
1915, 5694, 3779, 67
1915, 7601, 5686, 60
1915, 7660, 5745, 64
1915, 9535, 7620, 59
1915, 9583, 7668, 62
1915, 11444, 9529, 64
1915, 11455, 9540, 60
1915, 13377, 11462, 67
1915, 13395, 11480, 57
1915, 13404, 11489, 60
1915, 13412, 11497, 62
1915, 15277, 13362, 60
1915, 15340, 13425, 64
1915, 17210, 15295, 59
1915, 17246, 15331, 62
1915, 19133, 17218, 64
1915, 19146, 17231, 60
1915, 21075, 19160, 57
1915, 21083, 19168, 62
1915, 21083, 19168, 67
1915, 21101, 19186, 60
1915, 22982, 21067, 60
1915, 23046, 21131, 64
1915, 23047, 21132, 48
1915, 24868, 22953, 59
1915, 24913, 22998, 50
1915, 24919, 23004, 62
1915, 26787, 24872, 60
1915, 26810, 24895, 64
1915, 26847, 24932, 48
1915, 28730, 26815, 67
1915, 28754, 26839, 57
1915, 28762, 26847, 50
1915, 28770, 26855, 60
1915, 28774, 26859, 62
1915, 30386, 28471, 60
1915, 30393, 28478, 64
1915, 30399, 28484, 48
1915, 30407, 28492, 67
1915, 30868, 28953, 71
1915, 30878, 28963, 62
1915, 30878, 28963, 67
1915, 30922, 29007, 55
1915, 32301, 30386, 62
1915, 32311, 30396, 66
1915, 32313, 30398, 69
1915, 32344, 30429, 50
1915, 32792, 30877, 64
1915, 32829, 30914, 67
1915, 32838, 30923, 71
1915, 32849, 30934, 52
1915, 34238, 32323, 60
1915, 34242, 32327, 64
1915, 34271, 32356, 67
1915, 34296, 32381, 48
1915, 34697, 32782, 62
1915, 34725, 32810, 67
1915, 34725, 32810, 71
1915, 34749, 32834, 55
1915, 36418, 34503, 50
1915, 36420, 34505, 66
1915, 36426, 34511, 62
1915, 36436, 34521, 69
1915, 38066, 36151, 60
1915, 38548, 36633, 71
1915, 38558, 36643, 62
1915, 38558, 36643, 67
1915, 38602, 36687, 55
1915, 39981, 38066, 62
1915, 39991, 38076, 66
1915, 39993, 38078, 69
1915, 40024, 38109, 50
1915, 40472, 38557, 64
1915, 40509, 38594, 67
1915, 40518, 38603, 71
1915, 40529, 38614, 52
1915, 41918, 40003, 60
1915, 41922, 40007, 64
1915, 41951, 40036, 67
1915, 41976, 40061, 48
1915, 42377, 40462, 62
1915, 42405, 40490, 67
1915, 42405, 40490, 71
1915, 42429, 40514, 55
1915, 44098, 42183, 50
1915, 44100, 42185, 66
1915, 44106, 42191, 62
1915, 44116, 42201, 69
1915, 45746, 43831, 60
1915, 46228, 44313, 71
1915, 46238, 44323, 62
1915, 46238, 44323, 67
1915, 46282, 44367, 55
1915, 47661, 45746, 62
1915, 47671, 45756, 66
1915, 47673, 45758, 69
1915, 47704, 45789, 50
1915, 48152, 46237, 64
1915, 48189, 46274, 67
1915, 48198, 46283, 71
1915, 48209, 46294, 52
1915, 49598, 47683, 60
1915, 49602, 47687, 64
1915, 49631, 47716, 67
1915, 49656, 47741, 48
