1915, 5685, 3770, 62
1924, 5694, 3770, 67
5749, 7601, 1852, 60
5751, 7660, 1909, 64
5766, 9535, 3769, 59
7686, 9583, 1897, 62
7690, 11444, 3754, 64
9598, 11455, 1857, 60
9598, 13377, 3779, 67
11503, 13395, 1892, 57
11524, 13404, 1880, 60
11531, 13412, 1881, 62
13431, 15277, 1846, 60
13442, 15340, 1898, 64
13456, 17210, 3754, 59
15353, 17246, 1893, 62
15361, 19133, 3772, 64
17287, 19146, 1859, 60
17288, 21075, 3787, 57
19199, 21083, 1884, 62
19202, 21083, 1881, 67
19204, 21101, 1897, 60
21111, 22982, 1871, 60
21111, 23046, 1935, 64
21123, 23047, 1924, 48
21130, 24868, 3738, 59
23036, 24913, 1877, 50
23050, 24919, 1869, 62
23054, 26787, 3733, 60
24948, 26810, 1862, 64
24949, 26847, 1898, 48
24964, 28730, 3766, 67
26873, 28754, 1881, 57
26880, 28762, 1882, 50
26887, 28770, 1883, 60
26889, 28774, 1885, 62
28795, 30386, 1591, 60
28796, 30393, 1597, 64
28799, 30399, 1600, 48
28810, 30407, 1597, 67
30465, 30868, 403, 71
30481, 30878, 397, 62
30485, 30878, 393, 67
30492, 30922, 430, 55
30943, 32301, 1358, 62
30946, 32311, 1365, 66
30950, 32313, 1363, 69
30957, 32344, 1387, 50
32394, 32792, 398, 64
32396, 32829, 433, 67
32408, 32838, 430, 71
32409, 32849, 440, 52
32871, 34238, 1367, 60
32880, 34242, 1362, 64
32888, 34271, 1383, 67
32889, 34296, 1407, 48
34308, 34697, 389, 62
34313, 34725, 412, 67
34329, 34725, 396, 71
34334, 34749, 415, 55
34793, 36418, 1625, 50
34804, 36420, 1616, 66
34810, 36426, 1616, 62
34810, 36436, 1626, 69
36490, 38066, 1576, 60
38145, 38548, 403, 71
38161, 38558, 397, 62
38165, 38558, 393, 67
38172, 38602, 430, 55
38623, 39981, 1358, 62
38626, 39991, 1365, 66
38630, 39993, 1363, 69
38637, 40024, 1387, 50
40074, 40472, 398, 64
40076, 40509, 433, 67
40088, 40518, 430, 71
40089, 40529, 440, 52
40551, 41918, 1367, 60
40560, 41922, 1362, 64
40568, 41951, 1383, 67
40569, 41976, 1407, 48
41988, 42377, 389, 62
41993, 42405, 412, 67
42009, 42405, 396, 71
42014, 42429, 415, 55
42473, 44098, 1625, 50
42484, 44100, 1616, 66
42490, 44106, 1616, 62
