3084, 3096, 12, 55
3456, 3468, 12, 53
3712, 3724, 12, 51
3840, 3852, 12, 55
4224, 4236, 12, 53
4480, 4492, 12, 51
4612, 4624, 12, 55
4992, 5004, 12, 53
5248, 5260, 12, 51
5376, 5388, 12, 55
5760, 5772, 12, 53
6016, 6028, 12, 51
6148, 6160, 12, 55
6528, 6540, 12, 53
6784, 6796, 12, 51
6912, 6924, 12, 55
7296, 7308, 12, 53
7552, 7564, 12, 51
7680, 7692, 12, 55
8064, 8076, 12, 53
8320, 8332, 12, 51
8448, 8460, 12, 55
8832, 8844, 12, 53
9084, 9096, 12, 51
9216, 9228, 12, 55
9600, 9612, 12, 53
9856, 9868, 12, 51
9980, 9992, 12, 55
10368, 10380, 12, 53
10620, 10632, 12, 51
10752, 10764, 12, 55
11136, 11148, 12, 53
11392, 11404, 12, 51
11524, 11536, 12, 55
11904, 11916, 12, 53
12160, 12172, 12, 51
12288, 12300, 12, 55
12672, 12684, 12, 53
12928, 12940, 12, 51
13060, 13072, 12, 55
13440, 13452, 12, 53
13696, 13708, 12, 51
13824, 13836, 12, 55
14208, 14220, 12, 53
14464, 14476, 12, 51
14592, 14604, 12, 55
14976, 14988, 12, 53
15228, 15240, 12, 51
15364, 15376, 12, 55
15492, 15504, 12, 57
15532, 15544, 12, 54
15544, 15556, 12, 56
15564, 15576, 12, 50
15576, 15588, 12, 54
15592, 15604, 12, 52
15604, 15616, 12, 49
15744, 15756, 12, 53
15996, 16008, 12, 45
16000, 16012, 12, 51
16120, 16132, 12, 57
16124, 16136, 12, 55
16248, 16260, 12, 56
16376, 16388, 12, 54
16512, 16524, 12, 53
16516, 16528, 12, 54
16700, 16712, 12, 52
16740, 16752, 12, 52
16764, 16776, 12, 51
16772, 16784, 12, 50
16892, 16904, 12, 55
16896, 16908, 12, 61
16896, 16908, 12, 45
17272, 17284, 12, 49
17280, 17292, 12, 53
17536, 17548, 12, 45
17536, 17548, 12, 51
17656, 17668, 12, 45
17668, 17680, 12, 55
18044, 18056, 12, 49
18048, 18060, 12, 53
18304, 18316, 12, 51
18304, 18316, 12, 45
18436, 18448, 12, 55
18584, 18596, 12, 49
18624, 18636, 12, 49
18684, 18696, 12, 45
18688, 18700, 12, 49
18816, 18828, 12, 53
18820, 18832, 12, 49
19068, 19080, 12, 51
19072, 19084, 12, 45
19192, 19204, 12, 45
19196, 19208, 12, 55
19576, 19588, 12, 49
19584, 19596, 12, 53
19712, 19724, 12, 45
19840, 19852, 12, 45
19840, 19852, 12, 51
19964, 19976, 12, 55
19980, 19992, 12, 45
20348, 20360, 12, 49
20352, 20364, 12, 53
20608, 20620, 12, 51
20612, 20624, 12, 45
20732, 20744, 12, 45
20740, 20752, 12, 55
21024, 21036, 12, 57
21056, 21068, 12, 56
21092, 21104, 12, 54
21112, 21124, 12, 45
21120, 21132, 12, 53
21372, 21384, 12, 47
21376, 21388, 12, 55
21756, 21768, 12, 51
21768, 21780, 12, 45
21884, 21896, 12, 49
21888, 21900, 12, 53
22012, 22024, 12, 57
22124, 22136, 12, 45
22140, 22152, 12, 51
22264, 22276, 12, 45
22272, 22284, 12, 55
22648, 22660, 12, 49
22656, 22668, 12, 53
22908, 22920, 12, 51
22908, 22920, 12, 45
23032, 23044, 12, 45
23036, 23048, 12, 55
23416, 23428, 12, 49
23424, 23436, 12, 53
23676, 23688, 12, 45
23680, 23692, 12, 51
23800, 23812, 12, 45
23812, 23824, 12, 55
24044, 24056, 12, 57
24096, 24108, 12, 56
24144, 24156, 12, 54
24184, 24196, 12, 45
24192, 24204, 12, 53
24444, 24456, 12, 47
24448, 24460, 12, 58
24728, 24740, 12, 49
24768, 24780, 12, 49
24828, 24840, 12, 51
24832, 24844, 12, 45
24832, 24844, 12, 49
24960, 24972, 12, 53
24960, 24972, 12, 49
25084, 25096, 12, 45
25212, 25224, 12, 45
25212, 25224, 12, 51
25344, 25356, 12, 45
25344, 25356, 12, 55
25724, 25736, 12, 49
25728, 25740, 12, 53
25980, 25992, 12, 51
25992, 26004, 12, 45
26112, 26124, 12, 55
26116, 26128, 12, 45
26492, 26504, 12, 49
26496, 26508, 12, 53
26628, 26640, 12, 45
26752, 26764, 12, 51
26756, 26768, 12, 45
26884, 26896, 12, 55
26884, 26896, 12, 45
27168, 27180, 12, 57
27216, 27228, 12, 54
27256, 27268, 12, 49
27264, 27276, 12, 53
27524, 27536, 12, 58
27524, 27536, 12, 45
27900, 27912, 12, 53
27900, 27912, 12, 45
28028, 28040, 12, 45
28032, 28044, 12, 53
28156, 28168, 12, 47
28284, 28296, 12, 47
28412, 28424, 12, 54
28544, 28556, 12, 49
28668, 28680, 12, 49
28796, 28808, 12, 52
28800, 28812, 12, 53
28928, 28940, 12, 49
29048, 29060, 12, 49
29120, 29132, 12, 49
29184, 29196, 12, 66
29184, 29196, 12, 45
29188, 29200, 12, 55
29564, 29576, 12, 49
29568, 29580, 12, 60
29568, 29580, 12, 53
29824, 29836, 12, 60
29952, 29964, 12, 60
30208, 30220, 12, 49
30336, 30348, 12, 60
30336, 30348, 12, 53
30588, 30600, 12, 45
30716, 30728, 12, 60
30716, 30728, 12, 45
