23040, 23280, 240, 77
23280, 23340, 60, 76
23520, 23760, 240, 77
23760, 23820, 60, 76
24000, 24240, 240, 74
24240, 24300, 60, 72
24480, 24720, 240, 74
24720, 24780, 60, 72
24960, 25200, 240, 77
25200, 25260, 60, 76
25440, 25680, 240, 77
25680, 25740, 60, 76
25920, 26160, 240, 74
26160, 26220, 60, 72
26400, 26640, 240, 74
26640, 26700, 60, 72
26880, 27120, 240, 77
27120, 27180, 60, 76
27360, 27600, 240, 77
27600, 27660, 60, 76
27840, 28080, 240, 74
28080, 28140, 60, 72
28320, 28560, 240, 74
28560, 28620, 60, 72
28800, 29040, 240, 77
29040, 29100, 60, 76
29280, 29520, 240, 77
29520, 29580, 60, 76
29760, 30000, 240, 74
30000, 30060, 60, 72
30240, 30480, 240, 74
30480, 30540, 60, 72
30720, 30960, 240, 77
30960, 31020, 60, 76
31200, 31440, 240, 77
31440, 31500, 60, 76
31680, 31920, 240, 74
31920, 31980, 60, 72
32160, 32400, 240, 74
32400, 32460, 60, 72
32640, 32880, 240, 77
32880, 32940, 60, 76
33120, 33360, 240, 77
33360, 33420, 60, 76
33600, 33840, 240, 74
33840, 33900, 60, 72
34080, 34320, 240, 74
34320, 34380, 60, 72
34560, 34800, 240, 77
34800, 34860, 60, 76
35040, 35280, 240, 77
35280, 35340, 60, 76
35520, 35760, 240, 81
35760, 35820, 60, 79
36000, 36240, 240, 81
36240, 36300, 60, 79
36480, 36720, 240, 77
36720, 36780, 60, 76
36960, 37200, 240, 77
37200, 37260, 60, 76
37440, 37680, 240, 74
37680, 37740, 60, 72
37920, 38160, 240, 74
38160, 38220, 60, 72
38400, 38640, 240, 72
38640, 38700, 60, 70
38880, 39120, 240, 72
39120, 39180, 60, 70
39360, 39600, 240, 68
39600, 39660, 60, 67
39840, 40080, 240, 68
40080, 40140, 60, 67
40320, 40560, 240, 72
40560, 40620, 60, 70
40800, 41040, 240, 72
41040, 41100, 60, 70
41280, 41520, 240, 68
41520, 41580, 60, 67
41760, 42000, 240, 68
42000, 42060, 60, 67
42240, 42480, 240, 72
42480, 42540, 60, 70
42720, 42960, 240, 72
42960, 43020, 60, 70
43200, 43440, 240, 68
43440, 43500, 60, 67
43680, 43920, 240, 68
43920, 43980, 60, 67
44160, 44400, 240, 72
44400, 44460, 60, 70
44640, 44880, 240, 72
44880, 44940, 60, 70
45120, 45360, 240, 68
45360, 45420, 60, 67
45600, 45840, 240, 68
45840, 45900, 60, 67
46080, 46320, 240, 75
46320, 46380, 60, 74
46560, 46800, 240, 75
46800, 46860, 60, 74
47040, 47280, 240, 72
47280, 47340, 60, 70
47520, 47760, 240, 72
47760, 47820, 60, 70
48000, 48240, 240, 75
48240, 48300, 60, 74
48480, 48720, 240, 75
48720, 48780, 60, 74
48960, 49200, 240, 72
49200, 49260, 60, 70
49440, 49680, 240, 72
