0, 0, Header, 1, 3, 256
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 400, Note_on_c, 15, 76, 100
1, 500, Note_on_c, 15, 42, 100
1, 600, Note_on_c, 15, 46, 100
1, 700, Note_on_c, 15, 42, 100
1, 800, Note_on_c, 15, 46, 100
1, 900, Note_on_c, 15, 42, 100
1, 1000, Note_on_c, 15, 62, 100
1, 1100, Note_on_c, 15, 46, 100
1, 1200, Note_on_c, 15, 42, 100
1, 1300, Note_on_c, 15, 41, 100
1, 1400, Note_on_c, 15, 41, 100
1, 1500, Note_on_c, 15, 42, 100
1, 1600, Note_on_c, 15, 42, 100
1, 1700, Note_on_c, 15, 42, 100
1, 1800, Note_on_c, 15, 42, 100
1, 1900, Note_on_c, 15, 45, 100
1, 2000, Note_on_c, 15, 42, 100
1, 2100, Note_on_c, 15, 42, 100
1, 2200, Note_on_c, 15, 36, 100
1, 2300, Note_on_c, 15, 42, 100
1, 2400, Note_on_c, 15, 41, 100
1, 2500, Note_on_c, 15, 36, 100
1, 2600, Note_on_c, 15, 42, 100
1, 2700, Note_on_c, 15, 42, 100
1, 2800, Note_on_c, 15, 42, 100
1, 2900, Note_on_c, 15, 46, 100
1, 3000, Note_on_c, 15, 36, 100
1, 3100, Note_on_c, 15, 42, 100
1, 3200, Note_on_c, 15, 40, 100
1, 3300, Note_on_c, 15, 36, 100
1, 3400, Note_on_c, 15, 42, 100
1, 3500, Note_on_c, 15, 89, 100
1, 3600, Note_on_c, 15, 42, 100
1, 3700, Note_on_c, 15, 46, 100
1, 3800, Note_on_c, 15, 42, 100
1, 3900, Note_on_c, 15, 42, 100
1, 4000, Note_on_c, 15, 42, 100
1, 4100, Note_on_c, 15, 46, 100
1, 4200, Note_on_c, 15, 36, 100
1, 4300, Note_on_c, 15, 46, 100
1, 4400, Note_on_c, 15, 36, 100
1, 4500, Note_on_c, 15, 42, 100
1, 4600, Note_on_c, 15, 46, 100
1, 4700, Note_on_c, 15, 41, 100
1, 4800, Note_on_c, 15, 42, 100
1, 4900, Note_on_c, 15, 46, 100
1, 5000, Note_on_c, 15, 42, 100
1, 5100, Note_on_c, 15, 41, 100
1, 5200, Note_on_c, 15, 42, 100
1, 5300, Note_on_c, 15, 46, 100
1, 5400, Note_on_c, 15, 42, 100
1, 5500, Note_on_c, 15, 42, 100
1, 5600, Note_on_c, 15, 36, 100
1, 5700, Note_on_c, 15, 46, 100
1, 5800, Note_on_c, 15, 46, 100
1, 5900, Note_on_c, 15, 46, 100
1, 6000, Note_on_c, 15, 46, 100
1, 6100, Note_on_c, 15, 42, 100
1, 6200, Note_on_c, 15, 42, 100
1, 6300, Note_on_c, 15, 42, 100
1, 6400, Note_on_c, 15, 36, 100
1, 6500, Note_on_c, 15, 41, 100
1, 6600, Note_on_c, 15, 42, 100
1, 6700, Note_on_c, 15, 42, 100
1, 6800, Note_on_c, 15, 42, 100
1, 6900, Note_on_c, 15, 42, 100
1, 7000, Note_on_c, 15, 36, 100
1, 7100, Note_on_c, 15, 42, 100
1, 7200, Note_on_c, 15, 41, 100
1, 7300, Note_on_c, 15, 36, 100
1, 7400, Note_on_c, 15, 42, 100
1, 7500, Note_on_c, 15, 42, 100
1, 7600, Note_on_c, 15, 36, 100
1, 7700, Note_on_c, 15, 36, 100
1, 7800, Note_on_c, 15, 41, 100
1, 7900, Note_on_c, 15, 42, 100
1, 8000, Note_on_c, 15, 41, 100
1, 8100, Note_on_c, 15, 42, 100
1, 8200, Note_on_c, 15, 36, 100
